"id";"identifier";"city_id";"police_station_id";"location_id";"created_at";"updated_at";"deleted_at"
698;"VM 81 - Plazoleta Escuela (B° Obras Sanitarias)";52;63;713;"2025-05-19 13:02:12";"2025-05-19 13:02:12";""
699;"PLI - La Punilla - Ingreso a San Luis";50;56;714;"2025-05-19 13:03:02";"2025-05-19 13:03:02";""
700;"VM 82 - Av. Jorge Cazorla y Mario Ernst (Esc. Vicente Lucero)";52;62;715;"2025-05-19 13:03:33";"2025-05-19 13:03:33";""
701;"VM 83 - Av. Presidente Perón y La Rioja";52;69;716;"2025-05-19 13:05:02";"2025-05-19 13:05:02";""
702;"PLI - La Punilla - Puesto de Control";50;56;718;"2025-05-19 13:06:18";"2025-05-19 13:06:18";""
703;"VM 84 - Betbeder y Montevideo";52;61;719;"2025-05-19 13:06:25";"2025-05-19 13:06:25";""
704;"VM 85 - Italia y León Guillet";52;58;720;"2025-05-19 13:07:26";"2025-05-19 13:07:26";""
705;"VM 86 - Sallorenzo y España (Puente Colgante)";52;58;721;"2025-05-19 13:08:25";"2025-05-19 13:08:25";""
706;"VM 87 - Riobamba y Lamadrid";52;58;722;"2025-05-19 13:11:37";"2025-05-19 13:11:37";""
707;"VM 88 - Av. Mitre y San Juan";52;58;725;"2025-05-19 13:26:19";"2025-05-19 13:26:19";""
708;"VM 89 - Jorge Luis Ruffa (Escuela Bilingüe Mahatma Gandhi)";52;62;726;"2025-05-19 13:31:15";"2025-05-19 13:31:15";""
709;"VM 90 - Adolfo Perez y Mario Ernst";52;62;728;"2025-05-19 13:32:58";"2025-05-19 13:32:58";""
710;"VM 91 - Buenos Aires y General Paz";52;58;729;"2025-05-19 13:34:20";"2025-05-19 13:34:20";""
711;"VM 92 - Calle Libertad - (Fija) - (Barrio La Rioja)";52;58;730;"2025-05-19 13:36:10";"2025-05-19 13:36:10";""
712;"VM 93 - Centenario y Nelson";52;65;731;"2025-05-19 13:38:34";"2025-05-19 13:38:34";""
713;"VM 94 - Av. Presidente Perón y Ministro Berrondo";52;66;732;"2025-05-19 13:40:57";"2025-05-19 13:40:57";""
714;"VM 95 - Curchod y Brasil";52;69;733;"2025-05-19 13:42:31";"2025-05-19 13:42:31";""
715;"VM 96 - Bélgica y Uruguay";52;58;734;"2025-05-19 13:43:37";"2025-05-19 13:43:37";""
716;"VM 97 - Amaro Galan y 1° de Mayo (Barrio ATEII)";52;63;735;"2025-05-19 13:45:12";"2025-05-19 13:45:12";""
717;"VM 99 - Coronel Iseas y Lamadrid";52;61;736;"2025-05-19 13:46:38";"2025-05-19 13:46:38";""
718;"VM 101 - Héroes de Malvinas y Capitán Bustos (Brio Feliciano Sarmiento)";52;64;737;"2025-05-19 13:48:35";"2025-05-19 13:49:25";""
719;"VM 103 - Sallorenzo y Colon";52;61;738;"2025-05-19 13:51:37";"2025-05-19 13:51:37";""
720;"VM 104 - D'Agnilo y General Paz";52;58;739;"2025-05-19 13:53:04";"2025-05-19 13:53:04";""
721;"VM 105 - Belgrano y Urquiza";52;58;740;"2025-05-19 13:54:19";"2025-05-19 13:54:19";""
722;"VM 130 - Pedernera y Córdoba";52;58;741;"2025-05-19 13:55:37";"2025-05-19 13:55:37";""
723;"VM 131 - Av. Presidente Perón y Zabala Ortiz";52;65;742;"2025-05-19 13:56:48";"2025-05-19 13:56:48";""
724;"VM 201 - Chacabuco y Belgrano";52;69;743;"2025-05-19 13:57:57";"2025-05-19 13:57:57";""
725;"VM 202 - Belgrano y Coronel Iseas";52;58;744;"2025-05-19 13:59:12";"2025-05-19 13:59:12";""
726;"VM 203 - Montevideo y Libertad";52;61;745;"2025-05-19 14:00:48";"2025-05-19 14:00:48";""
727;"VM 204 - Madre Cabrini y 9 de Julio";52;69;746;"2025-05-19 14:04:04";"2025-05-19 14:04:04";""
728;"PLI - La Tranca - Egreso de San Luis";55;73;747;"2025-05-19 14:04:22";"2025-05-19 14:04:22";""
729;"VM 205 - Zabala Ortiz y San Martin";52;69;748;"2025-05-19 14:06:28";"2025-05-19 14:06:28";""
730;"VM 206 - Bélgica y Buenos Aires";52;58;749;"2025-05-19 14:08:33";"2025-05-19 14:08:33";""
731;"PLI - La Tranca - Ingreso a San Luis";55;73;750;"2025-05-19 14:08:45";"2025-05-19 14:08:45";""
732;"VM 207 - Estados de Israel y Belgrano - (Fija)";52;69;751;"2025-05-19 14:10:37";"2025-05-19 14:10:37";""
733;"PLI - Santa Rosa - Egreso de San Luis";47;54;752;"2025-05-19 14:11:58";"2025-05-19 14:11:58";""
734;"VM 208 - Uruguay y Pedro B. Diaz (Fija)";52;63;753;"2025-05-19 14:12:11";"2025-05-19 14:12:11";""
735;"VM 209 - Ardiles y Chile";52;59;754;"2025-05-19 14:13:04";"2025-05-19 14:13:04";""
736;"PLI - Santa Rosa - Ingreso a San Luis";47;54;755;"2025-05-19 14:13:38";"2025-05-19 14:13:38";""
737;"VM 210 - Pizarro y Sargento Baigorria";52;67;756;"2025-05-19 14:14:31";"2025-05-19 14:14:31";""
738;"VM 211 - Av. Presidente Perón y Tucumán";52;59;757;"2025-05-19 14:16:35";"2025-05-19 14:16:35";""
739;"VM 212 - Braulio Moyano y Lamadrid";52;67;758;"2025-05-19 14:18:00";"2025-05-19 14:18:00";""
740;"VM 213 - San Martin y Ardiles";52;58;759;"2025-05-19 14:19:28";"2025-05-19 14:19:28";""
741;"PLI - Victorica";30;36;760;"2025-05-19 14:20:16";"2025-05-19 14:20:16";""
742;"VM 214 - Suipacha y Uruguay";52;58;761;"2025-05-19 14:20:45";"2025-05-19 14:20:45";""
743;"VM 215 - Av. Mitre y La Rioja";52;69;762;"2025-05-19 14:22:09";"2025-05-19 14:22:09";""
744;"VM 216 - Arenales y Italia";52;69;763;"2025-05-19 14:23:47";"2025-05-19 14:23:47";""
745;"VM 217 - San Cayetano y Urquiza";52;58;764;"2025-05-19 14:25:16";"2025-05-19 14:25:16";""
746;"VM 218 - Montevideo y Colon";52;61;765;"2025-05-19 14:26:20";"2025-05-19 14:26:20";""
747;"VM 219 - Entre Ríos y Güemes";52;61;766;"2025-05-19 14:27:40";"2025-05-19 14:27:40";""
748;"VM 220 - Nelson entre Moreno y Paraguay";52;65;767;"2025-05-19 14:30:06";"2025-05-19 14:30:06";""
749;"VM 221 - Av. Perón y Santa Fe";52;65;768;"2025-05-19 14:31:20";"2025-05-19 14:31:20";""
750;"VM 222 - Montevideo y Junín";52;58;769;"2025-05-19 14:32:33";"2025-05-19 14:32:33";""
751;"PLI - Vizcacheras - Egreso a San Luis";39;42;770;"2025-05-19 14:32:55";"2025-05-19 14:32:55";""
752;"VM 223 - Juan W. Gez y San Cayetano";52;61;771;"2025-05-19 14:34:39";"2025-05-19 14:34:39";""
753;"PLI - Vizcacheras - Ingreso a San Luis";39;42;772;"2025-05-19 14:35:39";"2025-05-19 14:35:39";""
754;"VM 224 - Gral. Mulleady y Las Heras";52;69;773;"2025-05-19 14:37:25";"2025-05-19 14:37:25";""
755;"VM 225 - Pringles y Esteban Agüero";52;59;774;"2025-05-19 14:38:20";"2025-05-19 14:38:20";""
756;"PLI - Vizcacheras - Puesto de Control";39;42;775;"2025-05-19 14:38:40";"2025-05-19 14:38:40";""
757;"VM 226 - Carlos Pellegrini y Italia";52;69;776;"2025-05-19 14:39:45";"2025-05-19 14:39:45";""
758;"LPR - Autódromo hacia Mendoza";1;11;777;"2025-05-19 14:41:23";"2025-05-19 14:41:23";""
759;"VM 227 - Miguel B. Pastor y 9 de Julio";52;58;778;"2025-05-19 14:41:33";"2025-05-19 14:41:33";""
760;"LPR - Autódromo hacia San Luis";1;11;779;"2025-05-19 14:42:43";"2025-05-19 14:42:43";""
761;"VM 228 - Zabala Ortiz y Landaburu (Fija)";52;65;780;"2025-05-19 14:44:30";"2025-05-19 14:44:30";""
762;"VM 229 - Lamadrid y Ivanosky";52;67;781;"2025-05-19 14:45:48";"2025-05-19 14:45:48";""
764;"LPR - AV. Del Centenario - Egreso Tilisarao";48;53;783;"2025-05-19 14:45:58";"2025-05-19 14:45:58";""
765;"VM 230 - Brasil y Ardiles";52;59;784;"2025-05-19 14:47:22";"2025-05-19 14:47:22";""
766;"LPR - AV. Del Centenario - Ingreso a Tilisarao";48;53;785;"2025-05-19 14:48:07";"2025-05-19 14:48:07";""
767;"VM 231 - Necochea y San Martin";52;58;786;"2025-05-19 14:48:48";"2025-05-19 14:48:48";""
768;"VM 232 - Brasil y Juan B. Justo";52;69;787;"2025-05-19 14:49:54";"2025-05-19 14:49:54";""
769;"LPR - AV. Del Portezuelo - Carril derecho hacia el este - carril izquierdo hacia el este";1;7;788;"2025-05-19 14:51:17";"2025-05-19 14:51:17";""
770;"VM 233 - Francia y Bolivia";52;69;789;"2025-05-19 14:51:44";"2025-05-19 14:51:44";""
771;"VM 234 - Av. 25 de Mayo y Juan Llerena";52;58;790;"2025-05-19 14:52:53";"2025-05-19 14:52:53";""
772;"VM 235 - Rufino Barreiro y Pringles";52;59;791;"2025-05-19 14:54:04";"2025-05-19 14:54:04";""
773;"VM 236 - Tucumán y Tallaferro";52;59;792;"2025-05-19 14:55:14";"2025-05-19 14:55:14";""
774;"VM 237 - Santiago Betbeder y Sallorenzo";52;61;793;"2025-05-19 14:57:12";"2025-05-19 14:57:12";""
775;"LPR - AV. Las Chacras - Hacia el Potrero";14;14;794;"2025-05-19 14:58:16";"2025-05-19 14:58:16";""
776;"VM 238 - 3 de Febrero y Pje. Ramirez";52;61;795;"2025-05-19 14:58:45";"2025-05-19 14:58:45";""
777;"LPR - AV. Las Chacras - Hacia San Luis";14;14;796;"2025-05-19 14:59:13";"2025-05-19 14:59:13";""
778;"VM 239 - Venezuela y Pirker (Fija)";52;63;797;"2025-05-19 15:01:01";"2025-05-19 15:01:01";""
779;"VM 240 - Av. Jorge Newbery y Bv. Ernesto Moretti (Ingreso B° Jardin del Sur)";52;64;798;"2025-05-19 15:02:42";"2025-05-19 15:02:42";""
780;"LPR - Bajada Nueva - hacia Mendoza";49;55;799;"2025-05-19 15:03:25";"2025-05-19 15:03:25";""
781;"LPR - Bajada Nueva - hacia San Luis";49;55;800;"2025-05-19 15:04:53";"2025-05-19 15:04:53";""
782;"VM 241 - Anfiteatro Calle Angosta";52;69;801;"2025-05-19 15:06:13";"2025-05-19 15:06:13";""
783;"VM 242 - Calle Angosta y Solís";52;69;802;"2025-05-19 15:07:15";"2025-05-19 15:07:15";""
784;"VM 243 - Calle Angosta Patio de Comida";52;69;803;"2025-05-19 15:09:26";"2025-05-19 15:09:26";""
785;"VM 244 - Av. 25 de Mayo y Miguel Angel Rosso";52;69;804;"2025-05-19 15:11:58";"2025-05-19 15:11:58";""
786;"VM 245 - Rotonda del Indio - Ruta Provincial 55";52;62;805;"2025-05-19 15:13:08";"2025-05-19 15:13:08";""
787;"VM 246 - Av. Mitre y Doctor Dominguez";52;69;806;"2025-05-19 15:14:05";"2025-05-19 15:14:05";""
788;"VM 247 - Maipú y Aldo Raúl Ávila";52;64;807;"2025-05-19 15:15:15";"2025-05-19 15:15:15";""
789;"VM 248 - Maipú y Amaro Galán";52;65;808;"2025-05-19 15:16:20";"2025-05-19 15:16:20";""
790;"VM 249 - Ángel Pes y Manuel Bustos";52;64;809;"2025-05-19 15:17:30";"2025-05-19 15:17:30";""
791;"VM 250 - Balcarce y Pescadores";52;58;810;"2025-05-19 15:18:21";"2025-05-19 15:18:21";""
792;"VM 251 - Av. Jorge Robustelli y Ungaro";52;62;811;"2025-05-19 15:20:10";"2025-05-19 15:20:10";""
793;"VM 252 - Quinta Policial";52;66;812;"2025-05-19 15:20:59";"2025-05-19 15:20:59";""
794;"VM 253 - Maria Duarte y Zabala Ortiz";52;67;813;"2025-05-19 15:22:24";"2025-05-19 15:22:24";""
795;"VM 254 - 25 de Mayo y Ruta 7";52;69;814;"2025-05-19 15:23:53";"2025-05-19 15:23:53";""
796;"VM 255 - Ruta 7 KM 694";52;60;815;"2025-05-19 15:25:36";"2025-05-19 15:25:36";""
797;"VM 256 - Guayaquil y Hipólito Yrigoyen";52;59;816;"2025-05-19 15:27:30";"2025-05-19 15:27:30";""
798;"VM 257 - Dr. Mundet y Tte Pereyra";52;66;817;"2025-05-19 15:28:29";"2025-05-19 15:28:29";""
799;"VM 258 - Gobernador Elías Adre y Pablo lucero (B° 70 viviendas)";52;60;818;"2025-05-19 15:30:26";"2025-05-19 15:30:26";""
800;"VM 259 - Av. Maipu y Dr. Tallaferro";52;59;819;"2025-05-19 15:32:01";"2025-05-19 15:32:01";""
801;"VM 260 - Maipú y Pedernera";52;58;820;"2025-05-19 15:33:17";"2025-05-19 15:33:17";""
802;"VM 261 - Av. Adolfo Perez y Juan Allende";52;62;821;"2025-05-19 15:34:12";"2025-05-19 15:34:12";""
803;"VM 262 - Leon Guillet Y Gral. Guido";52;59;822;"2025-05-19 15:35:14";"2025-05-19 15:35:14";""
804;"VM 263 - Héroes de Malvinas y Capitán Bolsan";52;64;823;"2025-05-19 15:42:17";"2025-05-19 15:42:17";""
805;"VM 264 - Av. Adolfo Perez y Av. Ribera Sur";52;62;824;"2025-05-19 15:44:44";"2025-05-19 15:44:44";""
806;"VM 265 - Buenos Aires y Suipacha";52;58;825;"2025-05-19 15:46:27";"2025-05-19 15:46:27";""
807;"VM 266 - Benaros y Necochea";52;64;826;"2025-05-19 15:47:43";"2025-05-19 15:47:43";""
808;"VM 267 - España y San Cayetano";52;58;827;"2025-05-19 15:48:33";"2025-05-19 15:48:33";""
809;"VM 268 - Urquiza y Sgto. Baigorria";52;58;828;"2025-05-19 15:49:32";"2025-05-19 15:49:32";""
810;"VM 269 - Los Álamos y Dr. Domínguez";52;69;829;"2025-05-19 15:52:01";"2025-05-19 15:52:01";""
811;"VM 270 - Nelson y Carlos Pellegrini";52;66;830;"2025-05-19 15:52:48";"2025-05-19 15:52:48";""
812;"VM 271 - Av. Adolfo Perez y F. Huntaner";52;62;831;"2025-05-19 15:53:56";"2025-05-19 15:53:56";""
813;"VM 272 - Amaro Galán y San Luis";52;65;832;"2025-05-19 15:54:51";"2025-05-19 15:54:51";""
814;"VM 273 - Amaro Galán y Tucumán";52;63;833;"2025-05-19 15:55:56";"2025-05-19 15:55:56";""
815;"VM 274 - Santiago del Estero y Pueyrredón";52;69;834;"2025-05-19 15:57:59";"2025-05-19 15:57:59";""
816;"VM 275 - Centenario y Guayaquil";52;66;835;"2025-05-19 15:59:32";"2025-05-19 15:59:32";""
817;"VM 276 - Marcos Ibañez y Jose Robustelli";52;62;836;"2025-05-19 16:00:55";"2025-05-19 16:00:55";""
818;"VM 277 - Pueyrredón y Int. Almada";52;69;837;"2025-05-19 16:03:15";"2025-05-19 16:03:15";""
819;"VM 278 - Chacabuco y Rotonda Ruta 2B";52;61;838;"2025-05-19 16:04:26";"2025-05-19 16:04:26";""
820;"VM 279 - Presidente Perón y 1ro de Mayo";52;59;839;"2025-05-19 16:05:33";"2025-05-19 16:05:33";""
821;"VM 280 - Paraguay y Gral. Guido";52;65;840;"2025-05-19 16:06:40";"2025-05-19 16:06:40";""
822;"VM 281 - Av. Presidente Perón y Dr. Domínguez";52;69;841;"2025-05-19 16:07:42";"2025-05-19 16:07:42";""
823;"VM 282 - 25 de Mayo y Asia";52;69;842;"2025-05-19 16:08:41";"2025-05-19 16:08:41";""
824;"VM 283 - B° Union Mnza 6972 C° 1";52;62;843;"2025-05-19 16:09:51";"2025-05-19 16:09:51";""
825;"VM 284 - Jorge Ruarte y Ricardo Angel Haidar";52;62;844;"2025-05-19 16:11:16";"2025-05-19 16:11:16";""
826;"VM 285 - Sallorenzo y Estado de Israel";52;61;845;"2025-05-19 16:12:22";"2025-05-19 16:12:22";""
827;"VM 286 - Ángel R. Pes y Republica de Siria";52;64;846;"2025-05-19 16:13:12";"2025-05-19 16:13:12";""
828;"VM 287 - Ruta 8 y Leandro Alem";52;66;847;"2025-05-19 16:14:12";"2025-05-19 16:14:12";""
829;"VM 288 - Av. Mitre y Santa Fe";52;69;848;"2025-05-19 16:14:56";"2025-05-19 16:14:56";""
830;"VM 289 - Ruta 2B y Santiago Betbeder";52;61;849;"2025-05-19 16:16:36";"2025-05-19 16:16:36";""
831;"VM 290 - Güemes y Coronel Iseas";52;61;850;"2025-05-19 16:17:31";"2025-05-19 16:17:31";""
832;"VM 291 - Chile y Vicente Dupuy";52;65;851;"2025-05-19 16:18:37";"2025-05-19 16:18:37";""
833;"VM 292 - Uruguay y Bolivia";52;59;852;"2025-05-19 16:19:32";"2025-05-19 16:19:32";""
834;"VM 293 - Lisandro de la Torre y Nelson";52;65;853;"2025-05-19 16:20:35";"2025-05-19 16:20:35";""
835;"VM 294 - Pringles y Tallaferro";52;59;854;"2025-05-19 16:21:19";"2025-05-19 16:21:19";""
836;"VM 295 - Teniente Turrado y Pje. José Hernández";52;58;855;"2025-05-19 16:22:30";"2025-05-19 16:22:30";""
837;"VM 296 - Av. Presidente Perón y Madre Cabrini";52;69;856;"2025-05-19 16:23:57";"2025-05-19 16:23:57";""
838;"VM 297 - Amaro Galán y Vicente Dupuy";52;65;857;"2025-05-19 16:25:00";"2025-05-19 16:25:00";""
839;"VM 298 - Montevideo y Ecuador";52;67;858;"2025-05-19 16:26:12";"2025-05-19 16:26:12";""
840;"VM 299 - 1ro de Mayo y Landaburu";52;59;859;"2025-05-19 16:27:33";"2025-05-19 16:27:33";""
841;"VM 300 - Chacabuco y Jorge Luis Borges";52;61;860;"2025-05-19 16:28:51";"2025-05-19 16:28:51";""
842;"VM 301 - Necochea y Brasil";52;59;861;"2025-05-19 16:29:50";"2025-05-19 16:29:50";""
843;"VM 302 - Paraguay y Rufino Barreiro";52;65;862;"2025-05-19 16:30:50";"2025-05-19 16:30:50";""
844;"VM 303 - 25 de Mayo y Potosí";52;58;863;"2025-05-19 16:31:46";"2025-05-19 16:31:46";""
845;"VM 304 - Jujuy y Aldo Raul Avila";52;65;864;"2025-05-19 16:33:37";"2025-05-19 16:33:37";""
846;"VM 305 - Manuel Laínez y García Lorca";52;61;865;"2025-05-19 16:35:12";"2025-05-19 16:35:12";""
847;"VM 306 - Ruta 2B y Colectora Costanera Sur";52;62;866;"2025-05-19 16:36:32";"2025-05-19 16:36:32";""
848;"VM 307 - Montevideo y Intendente Almada";52;67;867;"2025-05-19 16:38:18";"2025-05-19 16:38:18";""
849;"VM 308 - Sallorenzo y Juan Llerena";52;61;868;"2025-05-19 16:39:44";"2025-05-19 16:39:44";""
850;"VM 309 - Maipú y Europa";52;59;869;"2025-05-19 16:40:45";"2025-05-19 16:40:45";""
851;"VM 310 - Balcarce y Manuel Laínez";52;69;870;"2025-05-19 16:41:40";"2025-05-19 16:41:40";""
852;"VM 311 - Italia y Córdoba";52;58;871;"2025-05-19 16:42:29";"2025-05-19 16:42:29";""
853;"VM 312 - 25 de Mayo y Chacabuco";52;69;872;"2025-05-19 16:43:29";"2025-05-19 16:43:29";""
854;"VM 313 - B° Union Mzna 6971 C° 4";52;62;873;"2025-05-19 16:44:25";"2025-05-19 16:44:25";""
855;"VM 314 - B° Union Mzna 6994 C°1";52;62;874;"2025-05-19 16:46:13";"2025-05-19 16:46:13";""
856;"VM 315 - B° Union Mzna 6989 C°11";52;62;875;"2025-05-19 16:46:57";"2025-05-19 16:46:57";""
857;"LPR - Baldecito - Hacia la Rioja";6;24;876;"2025-05-20 11:13:57";"2025-05-20 11:13:57";""
858;"LPR - Baldecito - Hacia San Luis";6;24;877;"2025-05-20 11:16:13";"2025-05-20 11:16:13";""
859;"LPR - Casimiro Gomez - Hacia La Pampa";44;51;878;"2025-05-20 11:19:42";"2025-05-20 11:19:42";""
860;"LPR - Casimiro Gomez - Hacia San Luis";44;51;879;"2025-05-20 11:22:29";"2025-05-20 11:23:37";""
861;"LPR - Corredor Vial - Hacia Riobamba";1;2;880;"2025-05-20 11:25:16";"2025-05-20 11:25:16";""
862;"LPR - Corredor Vial - Hacia Sarmiento";1;2;881;"2025-05-20 11:26:32";"2025-05-20 11:26:32";""
863;"LPR - Cortaderas R1 - Dominio Trasero Hacia Carpintería";35;41;882;"2025-05-20 11:31:47";"2025-05-20 11:31:47";""
864;"LPR - Desaguadero - Hacia Mendoza";3;21;883;"2025-05-20 11:48:54";"2025-05-20 11:48:54";""
865;"LPR - Desaguadero - Hacia San Luis";3;21;884;"2025-05-20 11:49:51";"2025-05-20 11:49:51";""
866;"LPR - EDIRO";1;7;885;"2025-05-20 11:51:18";"2025-05-20 11:51:18";""
867;"LPR - El Milagro - Dominio Trasero Hacia San Luis";16;15;886;"2025-05-20 11:54:29";"2025-05-20 11:54:29";""
868;"LPR - GNC Del Valle - Hacia el Este";1;1;887;"2025-05-20 11:56:49";"2025-05-20 11:56:49";""
869;"LPR - GNC Del Valle - Hacia el Oeste";1;1;888;"2025-05-20 11:58:12";"2025-05-20 11:58:12";""
870;"LPR - Hipódromo LP - Egreso de LP";16;12;889;"2025-05-20 12:00:59";"2025-05-20 12:00:59";""
871;"LPR - Hipódromo LP - Ingreso de LP";16;12;890;"2025-05-20 12:02:10";"2025-05-20 12:02:10";""
872;"LPR - JD y 147 - Hacia el Norte";1;16;891;"2025-05-20 12:04:38";"2025-05-20 12:04:38";""
873;"LPR - JD y 147 - Hacia el Sur";1;16;892;"2025-05-20 12:06:35";"2025-05-20 12:06:35";""
874;"LPR - JK - TTE Perón - Dominio Delantero Hacia Rotonda Cuchi Corral";14;14;893;"2025-05-20 12:10:02";"2025-05-20 12:10:02";""
875;"LPR - JK - Padilla";14;5;894;"2025-05-20 12:11:35";"2025-05-20 12:11:35";""
876;"LPR - La Cumbre - Hacia San Luis";1;5;895;"2025-05-20 12:14:16";"2025-05-20 12:14:16";""
877;"LPR - La Cumbre - Hacia Villa Mercedes";1;5;896;"2025-05-20 12:15:54";"2025-05-20 12:15:54";""
878;"LPR - La Horqueta - Hacia Mendoza";5;23;897;"2025-05-20 12:20:19";"2025-05-20 12:20:19";""
879;"LPR - La Horqueta - Hacia San Luis";5;23;898;"2025-05-20 12:24:18";"2025-05-20 12:24:18";""
880;"LPR - La Punilla - Dominio Trasero Ingreso a San Luis";50;56;899;"2025-05-20 12:35:33";"2025-05-20 12:35:33";""
881;"LPR - La Tranca - Hacia San Juan";55;73;900;"2025-05-20 12:53:13";"2025-05-20 12:53:13";""
882;"LPR - La Tranca - Hacia San Luis";55;73;901;"2025-05-20 13:10:15";"2025-05-20 13:10:15";""
883;"LPR - Lafinur y 146 - Dominio Trasero Hacia el Sur";1;11;902;"2025-05-20 13:13:13";"2025-05-20 13:13:13";""
884;"LPR - LP 86";16;12;903;"2025-05-20 13:38:11";"2025-05-20 13:38:11";""
885;"LPR - Justo Daract Egreso";40;46;904;"2025-05-20 15:10:29";"2025-05-20 15:10:29";""
886;"LPR - Justo Daract Ingreso";40;46;905;"2025-05-20 15:23:20";"2025-05-20 15:23:20";""
887;"LPR - Shell - Hacia San Luis";1;5;906;"2025-05-20 15:44:57";"2025-05-20 15:44:57";""
888;"LPR - VM Ing Norte (Ingreso)";52;67;907;"2025-05-20 15:58:46";"2025-05-20 15:58:46";""
889;"LPR - VM Ing Norte (Egreso)";52;69;908;"2025-05-20 16:00:12";"2025-05-20 16:00:12";""
890;"LPR - VM Rotonda del Indio - Ingreso a VM";52;62;909;"2025-05-20 16:01:21";"2025-05-20 16:01:21";""
891;"LPR - VM Rotonda del Indio - Egreso de VM";52;62;910;"2025-05-20 16:02:34";"2025-05-20 16:02:34";""
892;"LPR - VM Alem y Berrondo - Dominio delantero ingreso a VM";52;66;911;"2025-05-20 16:04:58";"2025-05-20 16:04:58";""
893;"LPR - Lujan - Dominio Trasero Hacia Quines";19;30;912;"2025-05-21 19:47:19";"2025-05-21 19:47:19";""
894;"LPR - Maternidad De La Punta A San Luis";1;7;913;"2025-05-21 19:49:02";"2025-05-21 19:49:02";""
895;"LPR - Merlo Ruta 1 Egreso";42;48;914;"2025-05-21 19:51:12";"2025-05-21 19:51:12";""
896;"LPR - Merlo Ruta 1 Ingreso";42;48;915;"2025-05-21 19:52:29";"2025-05-21 19:52:29";""
897;"LPR - Merlo Ruta 5 Egreso";42;48;916;"2025-05-21 19:53:54";"2025-05-21 19:53:54";""
898;"LPR - Merlo Ruta 5 Ingreso";42;48;917;"2025-05-21 19:55:27";"2025-05-21 19:55:27";""
899;"LPR - Naschel Ruta 148 - Hacia La Toma";43;50;918;"2025-05-21 19:58:35";"2025-05-21 19:58:35";""
900;"LPR - Peaje La Toma - Hacia La Toma";17;29;919;"2025-05-21 20:01:40";"2025-05-21 20:01:40";""
901;"LPR - Peaje La Toma - Hacia San Luis";17;29;920;"2025-05-21 20:03:03";"2025-05-21 20:03:03";""
902;"LPR - PL Justo Daract - Egreso San Luis";40;46;921;"2025-05-21 20:05:28";"2025-05-21 20:05:28";""
903;"LPR - PL Justo Daract - Ingreso San Luis";40;46;922;"2025-05-21 20:07:34";"2025-05-21 20:07:34";""
904;"LPR - PL Lafinur - Dominio Delantero Ingreso a San Luis";56;74;923;"2025-05-21 20:11:21";"2025-05-21 20:14:16";""
905;"LPR - PL Santa Rosa Egreso San Luis";47;54;924;"2025-05-21 20:19:39";"2025-05-21 20:19:39";""
906;"LPR - PL Santa Rosa Ingreso San Luis";47;54;925;"2025-05-21 20:22:03";"2025-05-21 20:22:03";""
907;"LPR - PL Vizcacheras - Dominio Trasero Ingreso San Luis";39;45;926;"2025-05-21 20:25:24";"2025-05-21 20:25:24";""
908;"LPR - Potrero - Pasando Ingreso al Hotel";21;13;927;"2025-05-21 20:31:07";"2025-05-21 20:31:07";""
909;"LPR - Ruta 9 B° Altos de Los Puquios - Dominio Trasero Hacia San Luis";14;5;928;"2025-05-21 20:34:02";"2025-05-21 20:34:02";""
910;"LPR - Ruta 55 Nueva Galia - Dominio Trasero Hacia Nueva Galia";44;51;929;"2025-05-21 20:38:46";"2025-05-21 20:38:46";""
911;"LPR - Rotonda Villa de La Quebrada";28;34;930;"2025-05-21 20:43:34";"2025-05-21 20:43:34";""
912;"LPR - Ruta 3 Hacia el Norte";1;18;931;"2025-05-21 20:46:00";"2025-05-21 20:46:00";""
913;"LPR - Ruta 3 Hacia el Sur";1;18;932;"2025-05-21 20:47:45";"2025-05-21 20:47:45";""
914;"LPR - Ruta 3 y Ruta 19";1;11;933;"2025-05-21 20:49:53";"2025-05-21 20:49:53";""
915;"LPR - Ruta 9 Egreso de Trapiche";11;26;934;"2025-05-21 20:52:27";"2025-05-21 20:52:27";""
916;"LPR - Ruta 9 Ingreso de Trapiche";11;26;935;"2025-05-21 20:54:05";"2025-05-21 20:54:05";""
917;"LPR - Ruta 147 y Rotonda Pescadores Dominio trasero Hacia San Luis";1;16;936;"2025-05-21 20:57:08";"2025-05-21 20:57:08";""
918;"LPR - Saladillo Hacia La Toma";24;51;937;"2025-05-21 21:02:21";"2025-05-21 21:02:21";""
919;"LPR - Saladillo Hacia La San Luis";24;51;938;"2025-05-21 21:04:06";"2025-05-21 21:04:06";""
920;"LPR - Santos Ortiz Rodeo del Alto Hacia El Oeste";1;19;939;"2025-05-21 21:10:37";"2025-05-21 21:10:37";""
921;"LPR - Suyuque - Dominio Delantero Hacia La Villa de La Quebrada";27;34;940;"2025-05-21 21:25:19";"2025-05-21 21:25:19";""
922;"LPR - Trinquete";1;3;941;"2025-05-21 21:26:40";"2025-05-21 21:26:40";""
923;"LPR - Villa de La Quebrada Dominio Trasero Ingreso VDLQ";28;34;942;"2025-05-21 21:28:49";"2025-05-21 21:28:49";""
924;"JK 58 Acceso Cerros Colorados";14;14;982;"2025-05-24 07:57:01";"2025-05-24 07:57:01";""
925;"SL 388 Corredor Eva Perón esq Sarmiento";1;2;983;"2025-05-24 07:58:28";"2025-05-24 07:58:28";""
